"satCleanRoom","satCleanBath","satCleanCommon","satFrontStaff","satDiningStaff","satHouseStaff","satValetStaff","satPerks","satRoomPrice","satDiningPrice","satWifiPrice","satParkingPrice","satCity","satCloseTransp","satCloseEvents","satPoints","satRecognition","satOverall","distanceTraveled","nightsStayed","visitPurpose","avgRoomSpendPerNight","avgFoodSpendPerNight","avgWifiSpendPerNight","eliteStatus"
3,3,4,4,6,6,3,5,5,5,6,7,4,6,4,5,4,4,800,5,"Business",141,25.64,9.97,"Platinum"
5,5,4,6,4,6,3,6,5,3,5,5,5,6,6,6,6,6,1506,5,"Business",151,13.63,13.15,"Platinum"
3,4,4,4,4,5,3,4,4,3,3,4,4,3,4,4,4,5,918,3,"OtherOrMixed",162.333333333333,10,10.3,"Gold"
7,4,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,4,1475,7,"SportsEvent",154.714285714286,14.32,8.69285714285714,"NoStatus"
4,4,5,4,4,6,3,5,4,4,5,4,3,4,3,4,4,3,794,1,"OtherOrMixed",149,10,0,"NoStatus"
3,2,2,3,3,3,5,3,5,4,4,4,5,4,5,4,3,3,323,5,"Concert",159,51.51,3.98,"Silver"
5,4,4,3,4,7,5,5,4,4,4,4,4,4,4,5,3,5,1136,2,"Business",164,10,7.475,"Platinum"
5,4,3,5,5,5,4,7,5,6,6,5,4,5,4,5,5,5,3203,9,"Business",136.777777777778,39.4,10.0777777777778,"NoStatus"
4,3,5,3,3,3,4,4,5,3,4,5,3,5,4,5,4,4,271,6,"Concert",152.333333333333,9.42,9.30833333333333,"Silver"
3,3,3,5,3,4,4,4,2,4,3,3,4,5,5,4,3,5,1432,7,"Concert",166.142857142857,12.47,2.84285714285714,"NoStatus"
6,4,5,5,4,4,3,6,5,5,7,4,5,4,4,6,6,6,1282,6,"Business",155.666666666667,10,8.975,"Platinum"
5,5,4,5,3,2,4,5,6,4,5,4,5,4,4,5,3,3,816,1,"Business",149,74.47,5,"NoStatus"
3,4,4,3,4,4,3,4,4,6,4,7,4,6,4,4,3,3,682,5,"OtherOrMixed",139,18.85,3.18,"NoStatus"
4,5,2,3,3,4,5,4,5,2,4,5,3,3,3,3,3,4,2766,3,"SportsEvent",162.333333333333,18.86,7.65,"NoStatus"
5,5,2,5,4,3,3,5,3,3,4,3,5,5,5,3,4,3,442,1,"Business",129,0,9.95,"NoStatus"
4,4,4,5,3,5,4,4,6,3,5,5,6,5,5,5,4,4,320,2,"Business",164,5,3.975,"Gold"
4,4,4,5,5,5,3,6,4,4,4,5,4,6,4,5,5,4,185,3,"Conference",145.666666666667,5.96,5.96666666666667,"Silver"
2,2,2,3,3,4,3,3,4,4,4,5,3,4,3,3,3,4,45,6,"OtherOrMixed",165.666666666667,24.78,9.30833333333333,"NoStatus"
3,4,5,3,3,3,2,2,5,2,4,3,4,3,6,3,2,4,1394,8,"SportsEvent",160.25,23.65,9.225,"NoStatus"
2,4,3,3,4,4,4,3,4,2,2,4,2,1,3,3,2,3,608,2,"SportsEvent",169,5,9.975,"NoStatus"
4,4,5,4,4,5,4,3,4,4,4,5,4,3,4,3,3,3,218,2,"SportsEvent",144,65.94,5,"NoStatus"
4,4,4,4,4,3,4,7,4,2,4,4,4,2,4,4,5,5,211,2,"Business",159,10,5,"Silver"
6,6,5,4,4,4,3,6,4,4,6,4,5,6,3,7,6,5,593,4,"Business",141.5,18.34,3.225,"Platinum"
5,5,5,4,3,2,4,4,5,4,4,5,5,7,5,3,4,4,1218,5,"SportsEvent",167,19.88,3.18,"Silver"
5,5,4,5,4,5,4,3,6,5,4,6,5,6,5,3,5,5,608,5,"OtherOrMixed",157,32.69,3.58,"Silver"
4,3,4,5,4,7,5,6,2,2,3,2,3,4,3,6,5,5,703,4,"Business",169,5,1.9875,"Platinum"
2,3,4,3,4,5,4,4,2,4,4,5,2,4,2,3,4,4,109,1,"SportsEvent",139,109.1,7.95,"NoStatus"
5,4,6,6,5,5,4,6,1,4,5,4,6,5,5,6,5,4,1135,2,"Business",134,8.51,4.975,"Platinum"
4,5,3,5,4,5,4,4,4,4,4,6,6,6,5,4,4,5,656,6,"OtherOrMixed",157.333333333333,5,8.8,"Silver"
3,4,4,5,6,5,5,6,4,5,4,5,2,5,4,4,4,4,203,11,"Business",149.909090909091,15.13,5.69090909090909,"Gold"
4,4,3,4,3,3,3,4,3,5,4,4,2,4,4,4,3,4,78,4,"Conference",166.5,15,6.45,"NoStatus"
4,4,3,2,4,4,3,3,4,3,4,4,3,4,3,5,4,1,210,4,"Conference",139,40.69,8.975,"NoStatus"
6,6,3,5,4,6,3,6,3,5,5,5,5,5,5,6,6,7,474,6,"Business",155.666666666667,22.99,4.625,"Platinum"
5,5,4,4,5,5,4,4,3,2,1,3,2,3,3,5,5,5,234,1,"Business",189,5,12.95,"Gold"
5,5,4,4,5,7,4,5,4,4,5,4,4,4,4,4,4,3,149,2,"Concert",144,36.27,0,"NoStatus"
2,3,4,3,4,4,4,4,4,5,5,4,4,3,4,4,5,3,1185,2,"Business",169,62.11,8.95,"NoStatus"
5,3,2,2,4,5,5,4,5,4,3,3,2,6,5,4,4,3,705,4,"Conference",169,14,6.9875,"NoStatus"
6,6,4,4,4,3,5,4,5,4,5,5,5,5,5,4,4,4,802,4,"SportsEvent",149,15.52,5.9625,"NoStatus"
4,3,4,3,3,5,4,4,4,6,4,6,4,5,4,4,4,4,328,12,"Business",148.166666666667,23.95,5.55,"Platinum"
5,7,4,4,2,4,3,5,3,5,4,6,6,4,5,5,4,5,853,2,"Business",154,10,4.975,"Gold"
4,5,5,2,3,3,4,5,4,3,5,3,3,4,4,4,3,4,111,6,"SportsEvent",165.666666666667,25.48,2.65,"NoStatus"
5,4,4,4,1,2,4,5,3,5,2,4,4,4,3,4,2,4,77,2,"Conference",144,64.26,7.95,"NoStatus"
4,4,4,6,4,4,4,5,2,4,4,5,6,5,6,4,5,6,141,2,"Conference",134,5,3.975,"Gold"
2,4,3,4,3,4,3,4,4,2,3,4,4,2,5,4,4,3,1682,4,"Conference",141.5,18.19,10.2125,"Gold"
4,5,4,3,3,2,1,4,5,2,3,3,4,3,5,4,3,4,187,4,"Business",141.5,45.85,8.975,"Platinum"
5,5,5,5,4,5,2,5,5,4,5,6,6,5,5,4,4,4,474,2,"Business",149,41.74,9.95,"NoStatus"
4,3,4,3,3,3,4,4,4,5,4,3,3,5,4,5,4,2,3338,6,"Conference",147.333333333333,85.09,4.14166666666667,"Silver"
5,7,4,4,3,3,3,5,3,2,5,5,5,4,5,4,5,4,1430,2,"Vacation",139,0,8.95,"Platinum"
5,3,5,4,4,6,2,5,5,3,5,6,4,4,4,6,5,4,228,4,"Conference",166.5,23.25,10.9625,"Gold"
3,3,5,3,3,5,3,3,5,3,4,6,4,6,5,4,4,3,716,2,"Concert",149,42.11,0,"NoStatus"
3,4,5,4,4,4,4,4,3,3,4,3,4,5,4,5,3,6,832,1,"Vacation",159,10,0,"Silver"
3,4,3,4,1,4,2,3,5,4,6,3,6,4,5,5,5,3,80,5,"SportsEvent",169,18.18,11.96,"Silver"
4,4,5,3,3,2,3,3,4,3,4,4,4,3,4,3,3,3,1314,4,"OtherOrMixed",161.5,11.39,9.475,"NoStatus"
4,5,5,3,3,6,6,5,4,3,3,3,3,4,2,3,4,5,500,2,"OtherOrMixed",174,10,8.975,"NoStatus"
3,3,5,3,3,3,2,4,3,4,4,4,4,4,4,5,4,3,533,2,"Conference",149,5,3.975,"NoStatus"
6,6,5,4,3,4,2,4,3,4,3,4,3,4,4,6,5,5,654,3,"Business",172.333333333333,10.56,5.3,"NoStatus"
4,3,4,4,3,4,2,5,3,4,4,5,4,4,6,4,5,4,448,4,"Business",144,110.53,5.9625,"Silver"
5,4,4,5,3,6,4,6,2,2,5,5,4,5,5,4,4,4,294,4,"Vacation",149,15.37,4.475,"Silver"
4,3,3,2,1,4,5,4,4,3,3,3,2,3,3,4,4,4,150,3,"Conference",169,52.75,9.3,"Silver"
5,4,6,5,4,6,4,4,3,4,4,5,5,4,6,4,5,5,359,3,"OtherOrMixed",152.333333333333,10,10.3,"Gold"
4,4,4,4,3,4,3,5,4,4,5,4,4,4,4,4,4,5,313,6,"Vacation",154,16.13,3.475,"Gold"
4,4,5,3,3,4,3,3,4,4,4,5,5,6,3,3,3,5,214,2,"Vacation",129,67.96,8.975,"NoStatus"
4,4,1,3,4,4,5,4,5,2,5,2,5,5,5,4,3,4,674,7,"OtherOrMixed",163.285714285714,19.04,3.97857142857143,"Silver"
2,3,5,6,4,5,5,6,4,4,6,5,4,4,5,6,4,5,883,2,"Business",169,10,2.475,"Gold"
4,5,4,4,4,5,5,3,5,4,4,3,5,4,5,3,4,4,385,5,"Vacation",145,7.74,5.56,"Silver"
3,3,4,2,4,5,2,4,3,3,3,5,2,3,3,5,3,4,1007,2,"SportsEvent",149,17.62,2.475,"Platinum"
4,4,5,4,4,6,4,5,3,4,4,4,4,2,5,5,5,4,1153,3,"Vacation",142.333333333333,56.49,14.2833333333333,"Silver"
5,5,3,3,5,5,3,3,4,4,5,5,3,3,3,4,5,4,263,1,"OtherOrMixed",159,5,9.95,"Silver"
5,4,3,5,5,3,4,3,6,6,4,5,4,5,4,3,2,6,76,6,"Concert",150.666666666667,13.77,10.6333333333333,"NoStatus"
6,6,4,4,5,5,4,5,3,2,5,5,3,4,4,4,4,4,1717,3,"Business",142.333333333333,48.14,5.3,"Silver"
5,3,1,4,4,4,3,3,4,5,2,4,4,5,6,4,4,1,718,1,"Vacation",149,15,7.95,"Silver"
3,5,3,2,3,3,2,3,2,3,2,4,3,2,2,2,4,2,125,1,"OtherOrMixed",159,10,5,"Silver"
4,3,2,3,4,4,4,4,3,3,3,1,2,3,4,4,5,3,450,2,"Conference",149,15,13.95,"Silver"
2,1,2,2,3,4,4,3,4,3,4,4,2,4,2,3,2,2,604,2,"Conference",149,35.99,5,"Silver"
2,3,4,2,4,3,2,4,5,4,3,5,4,4,5,5,4,5,541,1,"OtherOrMixed",159,10,9.95,"Gold"
5,6,3,4,4,5,3,5,4,4,6,4,5,6,5,3,4,5,632,4,"Business",181.5,23.13,8.975,"NoStatus"
4,5,5,3,5,4,4,4,5,3,3,2,3,3,3,5,5,3,335,3,"Business",159,13.15,6.95,"Silver"
5,5,5,6,4,5,4,4,5,2,5,4,6,5,6,3,5,6,277,6,"Concert",162.333333333333,62.58,8.30833333333333,"NoStatus"
3,3,4,3,4,4,3,4,5,4,4,5,4,3,6,3,4,4,769,4,"SportsEvent",161.5,5,9.475,"NoStatus"
5,4,4,6,6,5,6,7,3,6,5,5,6,6,7,4,4,6,24,2,"Business",169,15,8.95,"Silver"
4,5,4,3,3,3,6,4,3,3,5,4,4,5,3,4,4,4,889,3,"Conference",155.666666666667,41.49,2.65,"Silver"
4,3,4,4,5,3,5,4,1,2,3,3,3,5,4,5,4,3,104,3,"OtherOrMixed",159,34.11,10.3,"NoStatus"
4,5,5,6,4,5,4,5,4,6,5,6,6,5,5,4,5,5,457,2,"Conference",139,112.44,4.975,"Silver"
5,4,4,4,4,5,6,5,4,4,4,3,3,6,5,5,5,4,586,6,"Business",152.333333333333,24.59,8.30833333333333,"Silver"
3,3,2,5,4,5,5,5,6,4,6,4,5,5,5,4,5,5,653,2,"Business",169,5,12.95,"Gold"
2,3,3,4,2,6,6,5,4,4,5,4,2,1,3,5,4,4,1409,5,"Business",161,15,7.58,"NoStatus"
3,3,5,3,3,4,3,6,4,4,5,5,4,3,3,5,5,3,823,18,"Business",161.777777777778,14.5,4.80555555555556,"Silver"
2,3,3,5,5,5,5,6,4,3,3,2,3,3,3,4,4,5,360,3,"Concert",152.333333333333,38.59,12.6166666666667,"Silver"
5,4,4,4,4,3,4,6,5,3,5,4,4,4,4,2,4,4,109,2,"OtherOrMixed",144,0,8.975,"Silver"
5,6,5,3,4,4,3,3,3,3,3,2,2,1,3,4,3,1,29,3,"SportsEvent",162.333333333333,36.41,11.6333333333333,"NoStatus"
3,6,5,4,3,4,5,6,2,3,4,3,4,5,7,4,5,5,1658,5,"Business",177,50.55,3.18,"Gold"
5,5,4,5,3,5,4,5,4,4,5,4,5,5,4,6,4,5,2160,2,"Business",129,10,3.975,"Platinum"
3,4,4,2,2,3,3,3,4,3,3,5,4,2,3,3,3,2,569,1,"SportsEvent",149,19.66,14.95,"NoStatus"
5,4,4,5,4,4,4,6,3,5,5,4,4,3,3,6,5,4,459,4,"Business",139,15,12.95,"Silver"
3,3,3,1,2,3,4,2,1,3,3,3,4,2,4,4,3,3,1262,2,"SportsEvent",129,5,13.95,"NoStatus"
3,4,4,2,3,4,3,4,4,3,4,3,4,2,3,3,2,4,776,1,"SportsEvent",169,10,9.95,"Gold"
5,6,4,4,5,4,6,5,3,2,4,3,4,2,4,4,4,4,1368,8,"Conference",156.5,31.37,6.4625,"Platinum"
4,3,4,6,4,5,4,5,3,3,5,4,3,3,4,4,4,4,477,2,"Vacation",159,58.49,3.975,"NoStatus"
5,4,4,3,2,4,3,4,4,2,3,3,3,3,4,5,6,3,571,3,"Vacation",159,0,12.6166666666667,"NoStatus"
3,3,5,5,5,5,4,5,5,4,5,5,4,5,5,6,4,4,215,4,"Business",161.5,10.6,8.225,"Gold"
2,4,3,6,5,4,5,6,4,5,6,5,4,6,4,4,3,4,626,5,"Conference",159,15.52,6.36,"Gold"
4,4,4,4,4,6,4,5,2,4,2,4,6,7,5,4,5,5,166,5,"Vacation",137,5,6.96,"Silver"
5,4,3,6,4,4,4,5,4,4,5,6,5,3,5,4,5,4,442,3,"Business",149,34.21,5.96666666666667,"Platinum"
4,5,4,3,4,4,2,4,4,3,4,4,3,4,4,3,3,4,1312,3,"SportsEvent",159,5,2.65,"NoStatus"
4,2,3,2,3,3,4,3,4,3,1,3,2,1,2,2,2,2,389,2,"SportsEvent",169,34.14,3.975,"NoStatus"
2,2,2,3,3,4,5,3,3,2,4,1,2,3,4,4,4,3,494,5,"OtherOrMixed",177,48.42,5.17,"NoStatus"
4,6,5,5,5,6,5,7,5,4,5,5,5,6,4,6,5,4,245,2,"Business",164,10,11.45,"Platinum"
4,4,4,2,3,4,5,3,3,4,3,3,4,2,3,3,4,2,1253,5,"Vacation",161,53.92,0,"Silver"
3,3,5,4,4,5,5,4,3,2,4,3,3,3,4,4,5,2,80,2,"OtherOrMixed",154,0,9.95,"Silver"
4,5,4,4,2,2,4,3,4,4,2,4,3,5,5,3,2,4,605,9,"SportsEvent",154.555555555556,28.63,3.31111111111111,"Silver"
4,6,5,5,4,4,4,5,4,4,6,4,4,4,5,4,5,4,1941,4,"Vacation",159,85.25,8.975,"Gold"
5,5,4,5,5,3,5,5,3,5,4,4,5,5,4,5,5,4,762,5,"Concert",149,87.39,9.57,"Platinum"
1,4,3,3,3,2,3,3,3,4,4,2,5,5,5,2,1,3,1295,7,"SportsEvent",147.571428571429,23.17,5.53571428571428,"NoStatus"
3,4,3,3,4,4,5,4,6,2,5,4,4,2,4,4,4,6,278,1,"SportsEvent",149,5,5,"Silver"
4,4,4,3,3,5,5,4,3,3,4,3,2,5,5,4,4,4,584,6,"Concert",149,25.55,0.825,"NoStatus"
3,4,3,4,5,4,3,5,3,4,3,4,3,4,4,4,4,4,1021,3,"Vacation",152.333333333333,5,6.95,"Silver"
3,4,4,3,4,5,3,3,3,3,2,4,3,4,4,3,2,3,1837,6,"SportsEvent",147.333333333333,5.31,10.9666666666667,"NoStatus"
4,4,6,5,2,3,3,4,5,4,3,5,6,5,5,4,5,4,56,6,"SportsEvent",147.333333333333,5,11.3,"Silver"
3,3,5,5,2,5,3,5,3,4,4,6,3,6,4,4,2,4,2192,3,"Business",152.333333333333,5,8.31666666666667,"Gold"
5,7,3,5,4,5,3,5,4,4,4,5,6,5,7,4,3,5,521,1,"Business",139,5,14.95,"Silver"
5,5,3,3,4,3,3,5,5,3,5,4,4,4,5,4,4,5,1109,2,"Business",144,36.79,5,"Gold"
4,4,5,5,3,3,2,6,4,5,5,5,5,5,5,4,5,5,358,2,"Business",149,33.24,9.95,"Silver"
4,4,2,3,2,7,3,2,2,4,2,3,5,5,6,4,3,4,962,2,"SportsEvent",139,10,9.975,"NoStatus"
6,4,6,5,4,6,4,5,3,6,4,5,4,4,4,4,4,5,452,7,"Business",131.857142857143,31.73,5.82142857142857,"Platinum"
4,5,5,4,4,5,4,5,5,3,5,4,2,4,4,4,3,4,201,5,"Business",161,35.27,10.17,"Gold"
5,4,3,4,3,4,5,2,6,1,4,3,4,2,6,4,3,4,303,17,"SportsEvent",176.647058823529,21.37,9.26764705882353,"NoStatus"
5,5,4,4,4,5,5,4,2,3,4,3,4,5,5,4,3,4,120,3,"SportsEvent",139,87.52,8.31666666666667,"NoStatus"
2,2,5,3,3,3,4,5,5,3,4,5,4,2,5,3,5,2,337,7,"Concert",157.571428571429,26.84,6.42142857142857,"NoStatus"
5,5,6,5,3,4,2,4,4,4,5,5,4,5,4,5,4,5,672,2,"Concert",139,30.01,7.95,"Silver"
5,5,5,2,2,4,3,3,4,4,4,3,2,4,2,3,3,3,241,1,"Vacation",169,73.05,12.95,"Silver"
3,4,4,5,5,6,4,4,3,4,4,4,5,4,4,6,4,4,1150,6,"Business",152.333333333333,17.75,1.65833333333333,"Gold"
5,5,4,4,5,4,4,6,6,5,4,5,4,2,5,5,5,5,1212,2,"Business",134,10,9.975,"Platinum"
7,6,6,5,5,6,5,5,5,4,5,5,4,4,5,5,5,4,229,4,"Business",159,46.77,11.4625,"Silver"
4,4,6,4,4,4,3,4,5,4,5,5,5,5,4,5,4,3,86,4,"Concert",149,26.02,7.4875,"Gold"
3,4,3,3,2,2,2,3,6,3,5,4,3,3,5,4,4,4,1318,3,"Conference",179,21.3,4.3,"Silver"
6,5,4,5,5,6,4,6,5,3,5,3,4,4,4,5,5,6,222,7,"OtherOrMixed",167.571428571429,23.61,12.3785714285714,"Platinum"
4,3,3,2,3,4,4,2,3,4,4,4,4,3,5,2,4,4,196,2,"Concert",159,10,7.45,"NoStatus"
4,4,4,4,4,3,3,5,3,3,4,5,4,4,3,5,5,4,163,2,"Business",149,44.86,13.95,"Platinum"
3,2,4,1,2,5,3,2,3,3,1,4,2,2,3,3,2,1,587,9,"SportsEvent",157.888888888889,12.17,7.53888888888889,"NoStatus"
6,5,6,5,4,5,4,5,2,4,5,4,4,5,5,4,5,5,1240,5,"Business",145,28.95,11.16,"Silver"
5,6,3,4,3,5,4,6,4,3,2,4,3,3,3,5,5,3,1306,5,"Business",137,13.09,14.15,"Silver"
4,5,5,4,3,5,3,5,5,3,4,5,6,4,3,5,5,5,355,6,"Business",169,33.59,10.6333333333333,"Silver"
5,5,3,4,3,4,4,5,3,5,2,6,3,3,5,4,5,3,237,4,"SportsEvent",144,5,5.9625,"NoStatus"
2,3,2,2,3,4,5,2,2,3,1,2,2,4,4,2,3,3,68,6,"SportsEvent",182.333333333333,43.38,3.31666666666667,"NoStatus"
2,4,4,3,4,2,3,4,4,3,4,3,4,5,5,3,4,3,138,4,"Vacation",159,11.85,9.475,"Silver"
6,5,4,4,2,5,3,5,3,4,5,5,4,5,4,6,3,3,909,1,"Conference",129,5,12.95,"Gold"
3,4,5,4,4,2,4,4,4,2,5,3,4,4,7,5,3,3,173,4,"OtherOrMixed",164,39.53,10.2125,"Silver"
4,4,6,2,3,4,4,2,4,2,4,2,3,3,4,4,3,5,328,6,"Concert",152.333333333333,11.2,9.30833333333333,"Silver"
7,5,5,6,4,5,3,6,4,4,6,5,4,5,4,6,5,5,113,2,"Business",149,10,6.45,"Gold"
3,4,4,3,3,3,3,5,5,5,4,3,4,3,4,4,3,3,1987,1,"Vacation",169,10,12.95,"NoStatus"
4,5,4,4,4,3,4,5,4,4,4,6,4,2,5,5,5,6,72,4,"Business",146.5,30.09,5.7125,"Silver"
3,4,4,4,4,3,4,3,2,3,3,3,4,4,5,2,2,2,1001,1,"Conference",169,5,0,"NoStatus"
5,4,2,5,4,4,4,5,6,5,3,4,5,4,6,5,5,4,885,4,"Vacation",156.5,52.83,10.9625,"Gold"
4,3,5,4,4,4,2,4,4,4,3,6,4,3,4,5,3,3,76,1,"Business",159,75.53,7.95,"Gold"
3,3,3,3,3,5,6,4,4,2,3,2,2,3,4,4,3,4,1221,7,"SportsEvent",164.714285714286,46.7,10.6785714285714,"Gold"
5,3,3,5,4,5,3,5,4,4,5,5,6,6,6,4,2,5,635,4,"Business",126.5,27.87,7.2,"NoStatus"
4,4,4,3,3,3,2,4,5,6,4,6,6,6,5,4,2,4,397,7,"SportsEvent",151.857142857143,50.66,8.55,"NoStatus"
4,4,4,4,4,4,5,5,4,4,3,3,3,4,4,3,5,3,1185,9,"SportsEvent",144.555555555556,34.03,9.30555555555556,"Silver"
5,4,3,5,5,6,4,5,3,3,5,4,2,5,4,5,1,5,686,2,"Vacation",149,81.06,5,"Silver"
3,3,4,3,2,4,2,3,5,4,4,5,4,5,3,3,3,3,85,5,"Concert",141,13.21,11.16,"Platinum"
7,4,4,3,3,5,4,3,3,2,4,4,4,5,5,4,4,3,121,1,"SportsEvent",139,5,0,"Gold"
4,4,3,3,2,3,3,3,3,3,3,5,4,3,4,3,3,3,913,5,"SportsEvent",153,24.02,5.57,"NoStatus"
6,5,5,6,5,4,6,4,4,2,5,4,4,5,6,5,3,5,336,1,"Conference",149,73.73,9.95,"Silver"
2,3,4,4,3,4,4,4,3,4,4,4,3,4,3,5,4,4,2721,2,"Conference",159,5,3.975,"NoStatus"
4,4,4,5,3,5,4,4,4,4,5,5,4,5,4,3,4,3,5494,6,"Business",157.333333333333,10.95,3.31666666666667,"Silver"
5,4,6,4,3,4,5,4,3,4,6,5,4,4,4,6,5,4,616,2,"Concert",159,5,13.95,"Silver"
4,7,5,6,4,6,5,5,3,5,5,4,4,4,5,5,4,6,1279,2,"Business",159,15,6.45,"Silver"
7,4,7,5,5,5,3,6,6,2,6,6,5,6,5,5,5,4,82,5,"Conference",153,19.27,8.18,"Silver"
3,3,4,3,3,2,4,3,4,3,5,3,3,4,5,3,5,1,459,4,"Concert",151.5,24.77,9.475,"NoStatus"
4,5,4,5,4,4,4,5,2,3,5,4,6,4,5,5,4,5,451,4,"Vacation",144,22.64,4.4625,"Gold"
4,4,3,3,3,3,3,4,6,3,5,4,3,5,3,4,5,3,420,2,"Conference",164,5,5,"Gold"
4,4,4,3,3,5,4,4,3,4,3,4,5,4,4,3,2,3,240,1,"SportsEvent",139,10,0,"NoStatus"
5,4,2,5,4,5,2,5,6,4,4,6,4,4,4,4,4,5,1271,10,"Conference",160,22.39,9.275,"Gold"
3,5,4,4,4,6,3,4,2,4,3,3,4,3,5,3,3,3,353,2,"Vacation",149,10,3.975,"NoStatus"
5,5,4,3,2,3,3,3,3,2,1,3,4,2,4,3,2,2,266,3,"SportsEvent",159,37.02,10.3,"NoStatus"
3,4,4,3,2,6,2,2,5,2,3,5,3,4,3,3,4,2,2173,2,"SportsEvent",169,11.34,8.975,"NoStatus"
2,3,4,2,2,5,4,2,4,4,3,2,4,4,3,3,4,6,168,4,"SportsEvent",161.5,23.18,9.475,"NoStatus"
6,4,3,5,5,4,3,3,3,5,3,5,5,3,5,5,5,6,1486,8,"Vacation",140.25,17.23,3.23125,"NoStatus"
6,6,5,6,5,4,4,5,6,4,4,6,3,5,4,3,4,6,253,2,"Business",149,53.11,12.45,"Platinum"
3,4,2,3,5,4,6,5,4,2,4,3,2,3,5,3,5,4,317,4,"OtherOrMixed",164,5,5,"NoStatus"
4,3,4,3,3,4,1,3,2,4,2,6,4,7,4,3,2,3,700,6,"SportsEvent",134,23.56,12.2916666666667,"Silver"
5,5,4,3,3,4,3,4,2,3,4,4,3,6,4,4,4,3,868,2,"Conference",144,61.93,3.975,"NoStatus"
2,2,3,2,2,3,3,2,4,3,1,2,2,2,3,2,3,1,1956,6,"Conference",155.666666666667,8.91,10.4583333333333,"NoStatus"
4,4,3,3,4,5,5,4,3,2,3,3,3,4,4,4,5,3,708,4,"Conference",144,26.82,4.475,"NoStatus"
5,3,3,2,3,3,4,2,3,3,2,4,3,4,4,2,1,2,259,2,"SportsEvent",169,10,9.975,"NoStatus"
2,4,3,4,5,4,6,5,2,3,4,2,4,5,5,5,3,3,156,1,"Conference",159,10,9.95,"NoStatus"
3,3,2,2,3,1,3,3,4,3,4,4,4,2,5,3,3,2,2326,1,"Business",169,104.13,4.95,"NoStatus"
5,4,4,3,3,4,3,4,3,2,2,4,3,4,3,2,3,3,2618,2,"SportsEvent",149,16.56,7.475,"NoStatus"
3,5,3,4,5,7,7,5,2,3,5,3,3,4,7,6,6,5,431,3,"Business",179,13.5,11.6166666666667,"Gold"
3,4,4,4,3,3,5,5,3,4,2,4,3,3,2,4,3,3,688,3,"Vacation",142.333333333333,33.73,10.9666666666667,"NoStatus"
5,4,4,4,3,4,3,5,3,4,5,3,3,3,4,4,4,4,254,8,"Concert",150.25,32.55,4.225,"NoStatus"
5,3,3,5,5,5,4,4,3,4,5,2,5,4,4,4,3,4,1071,4,"SportsEvent",141.5,29.72,3.975,"Gold"
3,4,5,4,4,5,4,4,6,3,4,4,2,4,4,5,4,5,944,6,"Concert",157.333333333333,15.12,11.2916666666667,"Gold"
6,5,3,4,4,3,2,3,3,4,3,5,5,3,3,4,4,3,1429,6,"OtherOrMixed",149,10,7.625,"Silver"
5,5,5,6,5,3,2,6,3,6,4,7,5,3,6,7,4,5,96,6,"Concert",147.333333333333,17.27,4.30833333333333,"Platinum"
4,4,4,5,3,4,6,6,4,5,5,4,5,4,5,5,4,4,3932,8,"Business",152.75,10,7.98125,"Gold"
4,3,4,3,2,4,4,5,4,3,4,2,2,3,4,5,4,2,189,1,"Conference",169,5,12.95,"Silver"
4,4,3,4,4,5,5,5,2,5,4,4,3,3,5,4,3,3,896,2,"SportsEvent",134,10,13.95,"Silver"
5,5,4,5,4,3,4,3,4,5,3,4,5,7,4,4,4,5,611,7,"Vacation",150.428571428571,10,7.97857142857143,"NoStatus"
5,4,5,4,4,2,4,4,5,2,3,3,3,4,1,5,4,3,329,6,"Conference",157.333333333333,42.67,8.31666666666667,"Gold"
6,5,5,5,4,5,4,5,2,5,3,5,4,5,3,5,4,3,146,6,"Conference",155.666666666667,40.43,10.6333333333333,"Silver"
4,3,5,4,2,3,2,4,2,4,4,6,5,5,5,4,4,3,1184,3,"Concert",149,34.84,9.3,"Silver"
3,3,5,3,3,3,4,5,4,4,3,4,5,5,6,4,5,5,796,1,"Conference",139,5,5,"NoStatus"
3,4,3,3,3,5,4,4,5,2,3,3,2,4,5,5,4,4,212,1,"Concert",159,52.33,14.95,"Gold"
3,5,3,3,5,4,4,3,4,4,3,5,2,1,4,1,1,4,205,4,"SportsEvent",151.5,11.26,10.9625,"NoStatus"
3,4,4,7,6,7,5,5,5,4,4,4,5,3,5,5,5,5,730,2,"Conference",139,10,3.975,"Gold"
4,5,3,4,3,4,4,4,1,4,4,4,5,5,4,3,2,6,498,6,"Vacation",157.333333333333,10,6.79166666666667,"Silver"
4,4,4,4,4,4,5,3,3,5,5,5,2,4,3,5,3,4,218,4,"Concert",139,35.14,3.225,"Silver"
4,3,4,2,3,4,3,4,3,4,3,4,4,5,4,4,3,3,443,4,"Business",151.5,34.9,10.2125,"Silver"
5,5,5,3,3,3,5,4,4,4,3,3,5,5,4,4,5,4,1328,3,"Concert",162.333333333333,5,6.63333333333333,"Gold"
5,6,4,3,3,4,3,2,5,5,4,6,3,4,4,3,4,3,1196,2,"SportsEvent",159,29.48,8.975,"NoStatus"
4,4,5,5,2,5,5,4,2,3,4,5,4,5,6,4,4,4,764,1,"OtherOrMixed",159,5,7.95,"Silver"
5,6,4,3,3,6,3,4,5,2,5,4,4,5,5,4,4,4,322,6,"OtherOrMixed",177.333333333333,26.13,7.65,"NoStatus"
